country,region,year,birthrate,businesstaxrate,co2emissions,daystostartbusiness,easeofbusiness,energyusage,gdp,gdppercapita,healthexpgdp,healthexpcapita,hourstodotax,infantmortalityrate,internetusage,lendinginterest,lifeexpectancy,lifeexpectancyfemale,lifeexpectancymale,mobilephoneusage,numberofrecords,population0-14,population15-64,population65+,populationtotal,populationurban,tourisminbound,tourismoutbound
Antigua and Barbuda,The Americas,12/1/2007,0.02,46%,444,21,,146,$1B,"$15,276 ",4.60%,$698 ,184,0.01,0.34,0.104,75,77,72,133%,1,0.276,0.651,0.073,0.1M,28.00%,$0B,$0B
Suriname,The Americas,12/1/2007,0.02,28%,2442,694,,714,$3B,"$5,753 ",5.90%,$341 ,199,0.024,0.14,0.138,70,73,66,74%,1,0.295,0.643,0.062,0.5M,66.50%,$0B,$0B
Grenada,The Americas,12/1/2007,0.02,45%,238,20,,81,$1B,"$7,326 ",6.10%,$448 ,140,0.012,0.22,0.098,72,74,69,50%,1,0.287,0.638,0.075,0.1M,35.80%,$0B,$0B
El Salvador,The Americas,12/1/2007,0.02,35%,6898,22,,4479,$20B,"$3,284 ",6.30%,$207 ,320,0.018,0.06,,71,76,66,100%,1,0.343,0.592,0.065,6.1M,62.70%,$1B,$0B
Colombia,The Americas,12/1/2007,0.02,84%,63439,42,,27919,$208B,"$4,674 ",6.30%,$291 ,268,0.017,0.22,0.154,73,77,69,76%,1,0.3,0.648,0.052,44.5M,74.20%,$2B,$2B
Peru,The Americas,12/1/2007,0.02,38%,43208,72,,14334,$102B,"$3,601 ",5.10%,$192 ,424,0.019,0.25,0.229,73,76,70,54%,1,0.312,0.632,0.056,28.3M,75.80%,$2B,$1B
Mexico,The Americas,12/1/2007,0.02,52%,455845,25,,176711,"$1,040B","$9,161 ",5.80%,$565 ,485,0.016,0.21,0.076,76,78,74,59%,1,0.314,0.63,0.056,113.5M,76.90%,$14B,$10B
Panama,The Americas,12/1/2007,0.02,45%,7125,18,,3024,$21B,"$6,050 ",6.70%,$382 ,482,0.018,0.22,0.083,77,79,74,86%,1,0.302,0.635,0.063,3.5M,64.30%,$2B,$0B
Guyana,The Americas,12/1/2007,0.02,39%,1566,37,,500,$2B,"$2,259 ",3.90%,$89 ,288,0.034,0.14,0.146,65,68,62,70%,1,0.372,0.592,0.035,0.8M,28.20%,$0B,$0B
Venezuela,The Americas,12/1/2007,0.02,54%,175785,141,,62934,$230B,"$8,316 ",6.00%,$497 ,864,0.015,0.21,0.171,74,77,71,86%,1,0.305,0.643,0.052,27.7M,88.60%,$1B,$2B
Dominican Republic,The Americas,12/1/2007,0.02,40%,21430,22,,7058,$41B,"$4,298 ",5.00%,$212 ,286,0.028,0.18,0.158,72,75,69,57%,1,0.323,0.619,0.058,9.6M,70.00%,$4B,$1B
Ecuador,The Americas,12/1/2007,0.02,35%,30759,65,,11332,$51B,"$3,575 ",6.70%,$241 ,600,0.023,0.11,,75,78,72,70%,1,0.32,0.622,0.058,14.3M,62.10%,$1B,$1B
Paraguay,The Americas,12/1/2007,0.03,35%,4136,35,,4225,$14B,"$2,252 ",6.00%,$135 ,328,0.023,0.11,0.25,72,74,70,77%,1,0.349,0.602,0.049,6.1M,57.80%,$0B,$0B
Nicaragua,The Americas,12/1/2007,0.03,64%,4595,39,,2871,$7B,"$1,333 ",6.90%,$92 ,240,0.024,0.04,0.13,73,76,70,45%,1,0.364,0.592,0.043,5.6M,56.40%,$0B,$0B
Belize,The Americas,12/1/2007,0.03,35%,425,44,,178,$1B,"$4,509 ",4.80%,$215 ,147,0.017,0.11,0.143,73,76,70,41%,1,0.37,0.59,0.04,0.3M,45.80%,$0B,$0B
Haiti,The Americas,12/1/2007,0.03,40%,2391,202,,2509,$6B,$619 ,5.40%,$34 ,184,0.063,0.07,0.231,61,62,59,26%,1,0.373,0.584,0.043,9.5M,47.40%,$0B,$0B
Bolivia,The Americas,12/1/2007,0.03,80%,12757,50,,5372,$13B,"$1,356 ",4.70%,$64 ,"1,080",0.04,0.11,0.129,66,68,63,34%,1,0.374,0.58,0.045,9.7M,65.10%,$0B,$0B
Honduras,The Americas,12/1/2007,0.03,44%,8779,21,,4692,$12B,"$1,710 ",7.90%,$136 ,424,0.024,0.09,0.166,72,74,70,58%,1,0.386,0.572,0.042,7.2M,49.80%,$1B,$0B
Guatemala,The Americas,12/1/2007,0.03,37%,12636,34,,8528,$34B,"$2,561 ",7.20%,$184 ,344,0.031,0.07,0.128,71,74,67,89%,1,0.426,0.531,0.043,13.3M,48.00%,$1B,$1B
Cayman Islands,The Americas,12/1/2008,,,631,,,,,,,,,,0.61,,,,,186%,1,,,,0.1M,100.00%,$1B,$0B
Turks and Caicos Islands,The Americas,12/1/2008,,,158,,,,,,,,,,,,,,,,1,,,,0.0M,89.30%,,
Dominica,The Americas,12/1/2008,,37%,128,13,,,$0B,"$6,380 ",4.90%,$316 ,117,0.012,0.41,0.091,,,,128%,1,,,,0.1M,67.50%,$0B,$0B
St. Kitts and Nevis,The Americas,12/1/2008,,53%,249,19,,,$1B,"$14,377 ",4.20%,$603 ,172,0.009,0.60,0.087,,,,146%,1,,,,0.1M,31.80%,$0B,$0B
Cuba,The Americas,12/1/2008,0.01,,30443,,,10566,$61B,"$5,383 ",10.80%,$584 ,,0.005,0.13,,78,80,76,3%,1,0.181,0.7,0.118,11.3M,76.40%,$2B,
Aruba,The Americas,12/1/2008,0.01,,2288,,,,$3B,"$27,549 ",,,,,0.52,0.112,75,77,72,119%,1,0.212,0.693,0.096,0.1M,43.80%,$1B,$0B
Canada,The Americas,12/1/2008,0.01,44%,544975,5,,264724,"$1,540B","$46,322 ",10.30%,"$4,623 ",119,0.005,0.77,0.047,81,83,78,66%,1,0.168,0.695,0.136,33.2M,80.60%,$18B,$34B
Puerto Rico,The Americas,12/1/2008,0.01,61%,,7,,,$94B,"$24,898 ",,,218,,0.38,,79,83,75,68%,1,0.212,0.662,0.126,3.8M,93.90%,$4B,$2B
Sint Maarten (Dutch part),The Americas,12/1/2008,0.01,,,,,,,,,,,,,,75,77,72,,1,,,,0.0M,100.00%,$1B,$0B
Barbados,The Americas,12/1/2008,0.01,,1635,,,,$5B,"$16,358 ",7.50%,$996 ,,0.014,0.61,0.1,75,77,72,104%,1,0.198,0.698,0.105,0.3M,32.40%,$1B,$0B
Bermuda,The Americas,12/1/2008,0.01,,389,,,,$6B,"$93,606 ",,,,,0.82,,80,82,77,122%,1,,,,0.1M,100.00%,$0B,$0B
Curacao,The Americas,12/1/2008,0.01,,,,,,,,,,,,,,76,79,72,,1,0.201,0.671,0.128,0.1M,90.20%,$0B,$0B
United States,The Americas,12/1/2008,0.01,46%,5656839,5,,2277034,"$14,700B","$48,340 ",16.50%,"$7,769 ",187,0.007,0.74,0.051,79,81,76,85%,1,0.201,0.673,0.127,304.1M,80.40%,$171B,
Trinidad and Tobago,The Americas,12/1/2008,0.02,33%,42541,43,,19563,$28B,"$21,395 ",4.40%,$924 ,210,0.022,0.35,0.124,70,73,66,137%,1,0.209,0.712,0.078,1.3M,9.40%,$1B,$0B
Greenland,The Americas,12/1/2008,0.02,,638,,,,$2B,"$30,883 ",,,,,0.63,,71,73,68,99%,1,,,,0.1M,83.80%,,
Uruguay,The Americas,12/1/2008,0.02,43%,8331,44,,4153,$30B,"$9,068 ",8.00%,$722 ,336,0.011,0.39,0.124,77,80,73,105%,1,0.23,0.632,0.137,3.3M,94.00%,$1B,$0B
Chile,The Americas,12/1/2008,0.02,25%,71224,27,,30310,$180B,"$10,694 ",6.80%,$732 ,316,0.008,0.37,0.133,79,82,76,88%,1,0.231,0.682,0.087,16.8M,88.20%,$3B,$2B
Brazil,The Americas,12/1/2008,0.02,68%,387675,149,,248594,"$1,650B","$8,604 ",8.30%,$714 ,"2,600",0.017,0.34,0.473,73,76,69,79%,1,0.264,0.671,0.066,191.8M,83.70%,$6B,$13B
Jamaica,The Americas,12/1/2008,0.02,50%,11947,8,,4078,$14B,"$5,119 ",5.40%,$272 ,414,0.017,0.24,0.168,73,75,70,100%,1,0.3,0.622,0.078,2.7M,53.40%,$2B,$0B
"Bahamas, The",The Americas,12/1/2008,0.02,45%,1045,31,,,$8B,"$23,674 ",7.30%,"$1,729 ",58,0.012,0.32,0.055,74,77,71,103%,1,0.236,0.698,0.066,0.3M,82.40%,$2B,$0B
Costa Rica,The Americas,12/1/2008,0.02,55%,8647,60,,4586,$30B,"$6,581 ",9.00%,$593 ,282,0.009,0.32,0.158,79,81,77,42%,1,0.26,0.678,0.062,4.5M,69.40%,$3B,$1B
St. Lucia,The Americas,12/1/2008,0.02,34%,396,20,,,$1B,"$6,855 ",7.50%,$503 ,61,0.014,0.32,0.101,74,77,71,101%,1,0.264,0.656,0.08,0.2M,20.10%,$0B,$0B
Argentina,The Americas,12/1/2008,0.02,108%,190057,31,,77794,$406B,"$10,233 ",8.30%,$686 ,453,0.014,0.28,0.195,76,79,72,117%,1,0.254,0.641,0.104,39.7M,90.60%,$5B,$6B
St. Martin (French part),The Americas,12/1/2008,0.02,,,,,,,,,,,,,,79,82,75,,1,,,,0.0M,,,
St. Vincent and the Grenadines,The Americas,12/1/2008,0.02,43%,202,12,,,$1B,"$6,372 ",4.70%,$299 ,117,0.019,0.21,0.095,72,74,70,119%,1,0.273,0.659,0.069,0.1M,48.10%,$0B,$0B
Antigua and Barbuda,The Americas,12/1/2008,0.02,46%,458,21,,,$1B,"$15,787 ",4.40%,$702 ,207,0.009,0.38,0.104,75,77,73,160%,1,0.271,0.656,0.073,0.1M,27.40%,$0B,$0B
Suriname,The Americas,12/1/2008,0.02,28%,2442,694,,,$4B,"$6,855 ",5.90%,$406 ,199,0.024,0.21,0.122,70,73,67,128%,1,0.293,0.644,0.063,0.5M,66.50%,$0B,$0B
Grenada,The Americas,12/1/2008,0.02,45%,260,20,,,$1B,"$7,947 ",6.00%,$474 ,140,0.012,0.23,0.095,72,74,70,58%,1,0.282,0.643,0.074,0.1M,35.80%,$0B,$0B
Colombia,The Americas,12/1/2008,0.02,80%,66439,36,,29208,$244B,"$5,404 ",6.60%,$358 ,256,0.017,0.26,0.172,73,77,69,92%,1,0.295,0.651,0.054,45.2M,74.50%,$2B,$2B
Mexico,The Americas,12/1/2008,0.02,52%,471444,26,,181876,"$1,100B","$9,568 ",5.80%,$598 ,549,0.015,0.22,0.087,77,79,74,66%,1,0.31,0.633,0.057,115.0M,77.20%,$15B,$10B
El Salvador,The Americas,12/1/2008,0.02,35%,6546,17,,4499,$21B,"$3,484 ",6.20%,$216 ,320,0.017,0.10,,72,76,67,113%,1,0.336,0.598,0.066,6.2M,63.30%,$1B,$0B
Peru,The Americas,12/1/2008,0.02,38%,41279,65,,15044,$121B,"$4,227 ",5.70%,$255 ,424,0.017,0.31,0.237,74,76,71,73%,1,0.308,0.635,0.057,28.6M,76.20%,$2B,$1B
Venezuela,The Americas,12/1/2008,0.02,56%,186812,141,,69597,$316B,"$11,237 ",5.60%,$633 ,864,0.014,0.26,0.224,74,77,71,98%,1,0.302,0.645,0.053,28.1M,88.70%,$1B,$3B
Panama,The Americas,12/1/2008,0.02,44%,7576,12,,3053,$25B,"$7,003 ",7.30%,$473 ,482,0.018,0.34,0.082,77,80,74,110%,1,0.299,0.636,0.065,3.6M,64.50%,$2B,$1B
Guyana,The Americas,12/1/2008,0.02,39%,1558,39,,,$2B,"$2,478 ",6.60%,$165 ,288,0.034,0.18,0.146,66,68,63,58%,1,0.375,0.591,0.034,0.8M,28.20%,$0B,$0B
Ecuador,The Americas,12/1/2008,0.02,35%,29670,65,,10973,$62B,"$4,256 ",6.30%,$268 ,600,0.022,0.19,,75,78,72,81%,1,0.316,0.624,0.059,14.5M,62.30%,$1B,$1B
Dominican Republic,The Americas,12/1/2008,0.02,35%,21019,19,,7104,$46B,"$4,697 ",5.30%,$244 ,480,0.027,0.21,0.199,73,76,69,74%,1,0.319,0.622,0.059,9.8M,71.30%,$4B,$1B
Paraguay,The Americas,12/1/2008,0.03,35%,4353,35,,4348,$19B,"$2,967 ",5.60%,$167 ,328,0.022,0.14,0.258,72,74,70,93%,1,0.344,0.606,0.05,6.2M,58.00%,$0B,$0B
Nicaragua,The Americas,12/1/2008,0.03,63%,4386,39,,2903,$8B,"$1,498 ",7.20%,$105 ,240,0.024,0.05,0.132,73,76,70,55%,1,0.358,0.598,0.044,5.7M,56.70%,$0B,$0B
Belize,The Americas,12/1/2008,0.03,33%,407,44,,,$1B,"$4,665 ",5.10%,$237 ,147,0.017,0.11,0.141,73,76,70,55%,1,0.365,0.596,0.039,0.3M,45.50%,$0B,$0B
Haiti,The Americas,12/1/2008,0.03,40%,2428,195,,2927,$7B,$679 ,5.50%,$36 ,184,0.061,0.08,0.178,61,63,59,33%,1,0.369,0.587,0.044,9.6M,49.00%,$0B,$0B
Bolivia,The Americas,12/1/2008,0.03,80%,13773,50,,5973,$17B,"$1,696 ",4.90%,$84 ,"1,080",0.038,0.13,0.139,66,68,64,51%,1,0.37,0.585,0.046,9.8M,65.60%,$0B,$0B
Honduras,The Americas,12/1/2008,0.03,44%,8672,20,,4648,$14B,"$1,883 ",8.40%,$159 ,224,0.023,0.10,0.179,73,75,70,85%,1,0.38,0.578,0.042,7.3M,50.40%,$1B,$0B
Guatemala,The Americas,12/1/2008,0.03,41%,11441,34,,8157,$39B,"$2,867 ",6.90%,$199 ,344,0.03,0.08,0.134,71,74,67,110%,1,0.422,0.534,0.044,13.6M,48.40%,$1B,$1B
Turks and Caicos Islands,The Americas,12/1/2009,,,161,,,,,,,,,,,,,,,,1,,,,0.0M,89.80%,,
Dominica,The Americas,12/1/2009,,37%,128,13,,,$0B,"$6,797 ",5.00%,$342 ,117,0.011,0.42,0.1,,,,139%,1,,,,0.1M,67.80%,$0B,$0B
St. Kitts and Nevis,The Americas,12/1/2009,,53%,260,19,,,$1B,"$13,703 ",5.00%,$686 ,155,0.009,0.69,0.088,,,,146%,1,,,,0.1M,31.80%,$0B,$0B
Sint Maarten (Dutch part),The Americas,12/1/2009,,,,,,,,,,,,,,,76,78,73,,1,,,,0.0M,100.00%,$1B,$0B
Cuba,The Americas,12/1/2009,0.01,,29901,,,12346,$62B,"$5,499 ",11.70%,$651 ,,0.005,0.14,,79,81,77,6%,1,0.177,0.701,0.121,11.3M,76.50%,$2B,
Aruba,The Americas,12/1/2009,0.01,,2296,,,,$2B,"$24,640 ",,,,,0.58,0.108,75,77,72,126%,1,0.21,0.69,0.099,0.1M,43.40%,$1B,$0B
Canada,The Americas,12/1/2009,0.01,42%,513937,5,,251326,"$1,370B","$40,739 ",11.40%,"$4,528 ",119,0.005,0.80,0.024,81,83,79,71%,1,0.166,0.695,0.139,33.6M,80.80%,$16B,$30B
Puerto Rico,The Americas,12/1/2009,0.01,61%,,7,,,$96B,"$25,769 ",,,218,,0.42,,78,82,74,73%,1,0.208,0.664,0.128,3.7M,93.90%,$3B,$1B
Bermuda,The Americas,12/1/2009,0.01,,466,,,,$6B,"$88,463 ",,,,,0.83,,80,82,77,131%,1,,,,0.1M,100.00%,$0B,$0B
Barbados,The Americas,12/1/2009,0.01,,1624,,,,$5B,"$16,461 ",8.00%,"$1,025 ",,0.014,0.65,0.092,75,77,72,121%,1,0.195,0.701,0.104,0.3M,32.20%,$1B,$0B
Curacao,The Americas,12/1/2009,0.01,,,,,,,,,,,,,,76,80,72,140%,1,0.2,0.67,0.13,0.1M,90.00%,$0B,$0B
United States,The Americas,12/1/2009,0.01,46%,5311840,5,,2164458,"$14,400B","$46,940 ",17.70%,"$8,009 ",187,0.006,0.71,0.033,79,81,76,89%,1,0.2,0.672,0.128,306.8M,80.60%,$150B,
Chile,The Americas,12/1/2009,0.01,25%,67267,27,,29484,$172B,"$10,123 ",7.50%,$760 ,316,0.008,0.42,0.073,79,82,76,97%,1,0.226,0.685,0.089,17.0M,88.40%,$2B,$2B
Trinidad and Tobago,The Americas,12/1/2009,0.02,33%,48177,43,,20277,$19B,"$14,618 ",6.10%,$887 ,210,0.021,0.44,0.119,70,73,66,140%,1,0.208,0.711,0.081,1.3M,9.20%,$1B,$0B
Uruguay,The Americas,12/1/2009,0.02,42%,7891,65,,4134,$30B,"$9,065 ",8.90%,$803 ,336,0.011,0.42,0.153,77,80,73,122%,1,0.228,0.634,0.138,3.4M,94.20%,$1B,$0B
Cayman Islands,The Americas,12/1/2009,0.02,,587,,,,,,,,,,0.65,,,,,200%,1,,,,0.1M,100.00%,$0B,$0B
Greenland,The Americas,12/1/2009,0.02,,557,,,,$1B,"$22,508 ",,,,,0.63,,71,73,68,95%,1,,,,0.1M,84.10%,,
Brazil,The Americas,12/1/2009,0.02,66%,367147,119,,240464,"$1,620B","$8,372 ",8.80%,$733 ,"2,600",0.016,0.39,0.447,73,77,69,88%,1,0.259,0.673,0.067,193.5M,84.00%,$6B,$13B
Jamaica,The Americas,12/1/2009,0.02,50%,8592,8,,3022,$12B,"$4,522 ",5.20%,$229 ,414,0.016,0.24,0.164,73,75,70,108%,1,0.296,0.626,0.078,2.7M,53.60%,$2B,$0B
"Bahamas, The",The Americas,12/1/2009,0.02,45%,1643,31,,,$8B,"$22,061 ",7.40%,"$1,640 ",58,0.012,0.34,0.055,75,78,71,101%,1,0.23,0.702,0.068,0.4M,82.50%,$2B,$0B
Costa Rica,The Americas,12/1/2009,0.02,55%,7818,60,,4561,$29B,"$6,386 ",9.70%,$619 ,282,0.009,0.34,0.197,79,81,77,42%,1,0.255,0.682,0.064,4.6M,70.60%,$2B,$0B
St. Vincent and the Grenadines,The Americas,12/1/2009,0.02,41%,202,11,,,$1B,"$6,177 ",5.10%,$317 ,111,0.019,0.31,0.092,72,74,70,111%,1,0.269,0.663,0.068,0.1M,48.40%,$0B,$0B
St. Lucia,The Americas,12/1/2009,0.02,34%,385,14,,,$1B,"$6,735 ",8.10%,$537 ,92,0.014,0.36,0.106,75,77,72,108%,1,0.258,0.66,0.083,0.2M,19.20%,$0B,$0B
Argentina,The Americas,12/1/2009,0.02,108%,179639,26,,76075,$378B,"$9,444 ",9.40%,$726 ,453,0.013,0.34,0.157,76,79,72,131%,1,0.251,0.643,0.105,40.0M,90.80%,$4B,$6B
Antigua and Barbuda,The Americas,12/1/2009,0.02,41%,499,21,,,$1B,"$13,978 ",4.60%,$638 ,207,0.009,0.42,0.101,76,78,73,156%,1,0.267,0.661,0.073,0.1M,26.80%,$0B,$0B
St. Martin (French part),The Americas,12/1/2009,0.02,,,,,,,,,,,,,,79,82,75,,1,,,,0.0M,,,
Suriname,The Americas,12/1/2009,0.02,28%,2468,694,,,$4B,"$7,450 ",6.10%,$457 ,199,0.023,0.31,0.117,70,73,67,147%,1,0.29,0.647,0.064,0.5M,66.40%,$0B,$0B
Grenada,The Americas,12/1/2009,0.02,45%,253,20,,,$1B,"$7,397 ",6.20%,$462 ,140,0.012,0.24,0.11,73,75,70,110%,1,0.279,0.648,0.073,0.1M,35.70%,$0B,$0B
Colombia,The Americas,12/1/2009,0.02,80%,70850,20,,30815,$234B,"$5,109 ",7.00%,$358 ,208,0.016,0.30,0.13,74,77,70,92%,1,0.291,0.654,0.055,45.8M,74.70%,$3B,$2B
Mexico,The Americas,12/1/2009,0.02,51%,446237,11,,175752,$895B,"$7,688 ",6.40%,$526 ,517,0.015,0.26,0.071,77,79,74,72%,1,0.305,0.636,0.058,116.4M,77.50%,$13B,$9B
El Salvador,The Americas,12/1/2009,0.02,35%,6476,17,,4214,$21B,"$3,341 ",6.80%,$228 ,320,0.016,0.12,,72,76,67,122%,1,0.328,0.604,0.068,6.2M,63.80%,$1B,$0B
Peru,The Americas,12/1/2009,0.02,37%,47356,41,,17200,$121B,"$4,182 ",5.30%,$234 ,380,0.016,0.31,0.21,74,76,71,85%,1,0.304,0.637,0.059,28.9M,76.60%,$2B,$1B
Venezuela,The Americas,12/1/2009,0.02,60%,185341,141,,69597,$329B,"$11,510 ",5.80%,$665 ,864,0.014,0.33,0.199,74,77,71,98%,1,0.298,0.647,0.055,28.6M,88.70%,$1B,$2B
Panama,The Americas,12/1/2009,0.02,44%,8636,12,,3367,$26B,"$7,170 ",8.10%,$541 ,482,0.017,0.39,0.082,77,80,74,168%,1,0.296,0.638,0.066,3.6M,64.80%,$2B,$1B
Guyana,The Americas,12/1/2009,0.02,39%,1555,30,,,$2B,"$2,593 ",6.40%,$165 ,288,0.033,0.24,0.145,66,68,63,63%,1,0.376,0.591,0.033,0.8M,28.20%,$0B,$0B
Dominican Republic,The Americas,12/1/2009,0.02,38%,20323,13,,6941,$46B,"$4,703 ",5.40%,$256 ,324,0.026,0.28,0.181,73,76,70,87%,1,0.315,0.625,0.059,9.9M,72.50%,$4B,$1B
Ecuador,The Americas,12/1/2009,0.02,35%,30473,64,,12678,$63B,"$4,237 ",7.10%,$302 ,600,0.022,0.25,,76,78,73,90%,1,0.313,0.627,0.061,14.8M,62.50%,$1B,$1B
Nicaragua,The Americas,12/1/2009,0.02,63%,4496,39,,2903,$8B,"$1,459 ",7.70%,$109 ,240,0.023,0.07,0.14,74,77,70,58%,1,0.351,0.604,0.045,5.7M,57.00%,$0B,$0B
Paraguay,The Americas,12/1/2009,0.03,35%,4518,35,,4476,$16B,"$2,510 ",7.50%,$187 ,328,0.021,0.19,0.283,72,74,70,89%,1,0.34,0.61,0.051,6.3M,58.30%,$0B,$0B
Belize,The Americas,12/1/2009,0.03,33%,414,44,,,$1B,"$4,447 ",5.80%,$259 ,147,0.016,0.12,0.141,73,76,70,54%,1,0.36,0.601,0.039,0.3M,45.20%,$0B,$0B
Haiti,The Americas,12/1/2009,0.03,40%,2263,195,,2732,$7B,$674 ,6.50%,$43 ,184,0.06,0.08,0.173,62,63,60,37%,1,0.365,0.59,0.044,9.8M,50.50%,$0B,$0B
Bolivia,The Americas,12/1/2009,0.03,80%,14408,50,,6203,$17B,"$1,735 ",5.80%,$100 ,"1,080",0.036,0.17,0.124,66,68,64,65%,1,0.365,0.589,0.046,10.0M,66.00%,$0B,$0B
Honduras,The Americas,12/1/2009,0.03,44%,7866,14,,4453,$15B,"$1,953 ",9.10%,$173 ,224,0.022,0.10,0.194,73,75,70,112%,1,0.374,0.584,0.043,7.5M,51.10%,$1B,$0B
Guatemala,The Americas,12/1/2009,0.03,41%,11844,37,,9318,$38B,"$2,697 ",7.10%,$190 ,344,0.029,0.09,0.138,71,74,67,124%,1,0.419,0.537,0.044,14.0M,48.90%,$1B,$1B
Sint Maarten (Dutch part),The Americas,12/1/2010,,,,,,,,,,,,,,,,,,,1,,,,0.0M,100.00%,$1B,$0B
Turks and Caicos Islands,The Americas,12/1/2010,,,161,,,,,,,,,,,,,,,,1,,,,0.0M,90.20%,,
St. Kitts and Nevis,The Americas,12/1/2010,,53%,249,19,,,$1B,"$13,222 ",5.40%,$739 ,155,0.009,0.76,0.086,,,,153%,1,,,,0.1M,31.80%,$0B,$0B
Cuba,The Americas,12/1/2010,0.01,,38364,,,11308,$64B,"$5,702 ",10.60%,$583 ,,0.005,0.16,,79,81,77,9%,1,0.173,0.702,0.124,11.3M,76.60%,$2B,
Aruba,The Americas,12/1/2010,0.01,,2321,,,,$2B,"$24,289 ",,,,,0.62,0.107,75,77,73,130%,1,0.208,0.689,0.103,0.1M,43.10%,$1B,$0B
Puerto Rico,The Americas,12/1/2010,0.01,64%,,7,,,$98B,"$26,438 ",,,218,,0.45,,78,82,74,79%,1,0.205,0.665,0.13,3.7M,93.80%,$3B,$1B
Canada,The Americas,12/1/2010,0.01,28%,499137,5,,250992,"$1,610B","$47,346 ",11.40%,"$5,273 ",131,0.005,0.80,0.026,81,83,79,76%,1,0.165,0.694,0.142,34.0M,80.90%,$18B,$37B
Bermuda,The Americas,12/1/2010,0.01,,477,,,,$6B,"$88,207 ",,,,,0.84,,80,82,77,136%,1,,,,0.1M,100.00%,$0B,$0B
Dominica,The Americas,12/1/2010,0.01,37%,136,13,,,$0B,"$6,677 ",6.00%,$400 ,117,0.011,0.48,0.095,,,,148%,1,,,,0.1M,68.10%,$0B,$0B
Barbados,The Americas,12/1/2010,0.01,,1503,,,,$4B,"$15,812 ",6.70%,$978 ,,0.014,0.68,0.087,75,77,72,125%,1,0.193,0.703,0.104,0.3M,32.10%,$1B,$0B
United States,The Americas,12/1/2010,0.01,47%,5433057,5,,2215504,"$15,000B","$48,492 ",17.70%,"$8,254 ",187,0.006,0.72,0.033,79,81,76,91%,1,0.198,0.671,0.131,309.3M,80.80%,$165B,
Curacao,The Americas,12/1/2010,0.01,,,,,,,,,,,,,,,,,138%,1,0.198,0.67,0.132,0.1M,89.90%,$0B,$0B
Chile,The Americas,12/1/2010,0.01,25%,72258,22,,30920,$218B,"$12,711 ",7.10%,$894 ,316,0.008,0.45,0.048,79,82,76,116%,1,0.221,0.687,0.092,17.2M,88.60%,$2B,$2B
Cayman Islands,The Americas,12/1/2010,0.02,,590,,,,,,,,,,0.66,,,,,181%,1,,,,0.1M,100.00%,$0B,$0B
Trinidad and Tobago,The Americas,12/1/2010,0.02,33%,50682,41,,21370,$21B,"$15,630 ",5.20%,$805 ,210,0.021,0.49,0.093,70,73,66,143%,1,0.207,0.71,0.083,1.3M,9.10%,$1B,$0B
Greenland,The Americas,12/1/2010,0.02,,634,,,,,,,,,,0.63,,71,73,69,101%,1,,,,0.1M,84.40%,,
Jamaica,The Americas,12/1/2010,0.02,49%,7158,8,,2830,$13B,"$4,917 ",5.30%,$255 ,414,0.016,0.28,0.205,73,76,70,116%,1,0.29,0.631,0.078,2.7M,53.70%,$2B,$0B
Uruguay,The Americas,12/1/2010,0.02,42%,6645,65,,4174,$39B,"$11,531 ",8.70%,$998 ,336,0.011,0.46,0.103,77,80,73,132%,1,0.225,0.636,0.139,3.4M,94.40%,$2B,$1B
Brazil,The Americas,12/1/2010,0.02,66%,419754,119,,265887,"$2,140B","$10,963 ",9.00%,$989 ,"2,600",0.015,0.41,0.4,74,77,70,101%,1,0.255,0.676,0.069,195.2M,84.30%,$6B,$19B
St. Lucia,The Americas,12/1/2010,0.02,34%,403,14,,,$1B,"$7,059 ",7.80%,$525 ,92,0.014,0.43,0.106,75,77,72,112%,1,0.253,0.663,0.085,0.2M,18.50%,$0B,$0B
"Bahamas, The",The Americas,12/1/2010,0.02,45%,2464,24,,,$8B,"$21,881 ",7.40%,"$1,626 ",58,0.011,0.43,0.055,75,78,72,119%,1,0.225,0.706,0.07,0.4M,82.50%,$2B,$0B
Costa Rica,The Americas,12/1/2010,0.02,55%,7770,60,,4646,$36B,"$7,773 ",9.70%,$750 ,272,0.009,0.37,0.171,80,82,77,67%,1,0.249,0.686,0.065,4.7M,71.70%,$2B,$1B
St. Vincent and the Grenadines,The Americas,12/1/2010,0.02,39%,209,10,,,$1B,"$6,234 ",4.70%,$293 ,111,0.019,0.39,0.092,72,74,70,121%,1,0.265,0.668,0.067,0.1M,48.80%,$0B,$0B
Argentina,The Americas,12/1/2010,0.02,108%,180512,25,,78162,$463B,"$11,468 ",8.20%,$751 ,453,0.013,0.45,0.106,76,79,72,141%,1,0.249,0.645,0.106,40.4M,91.00%,$6B,$6B
Antigua and Barbuda,The Americas,12/1/2010,0.02,41%,513,21,,,$1B,"$13,017 ",5.70%,$736 ,207,0.009,0.47,0.11,76,78,73,193%,1,0.262,0.665,0.072,0.1M,26.20%,$0B,$0B
St. Martin (French part),The Americas,12/1/2010,0.02,,,,,,,,,,,,,,79,82,76,,1,,,,0.0M,,,
Suriname,The Americas,12/1/2010,0.02,28%,2384,694,,,$4B,"$8,321 ",5.80%,$483 ,199,0.022,0.32,0.116,71,74,67,99%,1,0.286,0.649,0.064,0.5M,66.30%,$0B,$0B
